科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
流动负债合计,"77,701,289.58","80,551,898.42","42,948,007.69","89,452,330.64","76,476,942.49","70,890,606.35","25,260,597.73","19,904,724.71","17,299,738.96","16,007,976.51","9,299,867.10","11,759,336.13","15,467,058.44","18,535,108.32","24,480,625.75","79,118,264.45","104,677,383.49","91,479,145.30","96,816,004.64","93,909,137.20","49,195,091.05","44,824,542.10","44,123,888.24","53,601,674.87","36,471,100.56","39,822,013.44","725,934,019.29","829,375,604.03","1,048,649,788.73","1,065,368,406.63","1,028,815,633.33","908,873,353.08"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,902,285.69","81,446,721.50","86,767,107.54","225,374,703.21","274,613,882.13","580,988,298.68"
长期借款,,,"37,000,000.00","49,000,000.00","39,000,000.00","49,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"206,979,000.00","203,232,000.00","199,107,000.00"
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,"166,365,192.36","182,491,052.53","162,798,326.51","273,715,643.29","290,543,084.13","377,945,878.66"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,"2,167,249.53","2,143,253.39","2,119,257.02",,,"124,797,596.18","123,981,921.53","123,166,246.88","122,350,572.23"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"122,521,644.87","173,624,925.15","155,603,437.00","210,552,594.89","207,532,331.53","221,502,149.15","216,393,511.14","210,964,022.97","206,642,860.58","200,623,642.84","195,762,622.03","190,438,292.96","185,539,737.76","310,864,479.49","475,359,169.22","465,017,050.69","475,151,396.20","464,434,294.16","453,841,864.40","442,163,171.88","443,562,697.96","435,720,597.15","424,134,360.12","394,164,003.42","380,732,755.96","368,877,155.31","329,372,720.03","506,493,621.71","410,837,592.70","410,447,682.43","433,667,573.57","439,468,884.06"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,"123,398.93",,,"5,984,850.70","172,051.50","674,828.14"
在建工程,"18,300,771.93",,"15,644,725.16","15,308,883.36","17,926,595.27","12,377,086.39","27,923,553.78","54,829,120.74","69,279,565.98","88,221,088.40","129,590,617.95","166,129,933.24","228,465,743.32","122,573,060.63","9,563,446.22","12,487,791.22",,"997,777.43","2,314,783.24",,"20,770.00","199,200.00",,,,,"155,445,258.06","1,168,720.00","2,137,078.46","4,258,765.03","5,189,970.87",
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,"270,559.41",,,,"234,734.04",,"721,825.55","562,149.11","2,487,915.76","5,657,878.35","322,653.05","7,558,652.78",,"1,992,178.90","2,016,370.86","2,016,370.86","2,019,673.86","2,019,673.86","2,491,475.62","2,491,475.62","2,491,475.62","1,818,376.00",,,,,,,,
非流动负债合计,,,"37,000,000.00","49,000,000.00","39,000,000.00","49,000,000.00",,,,,,,,,,,,,,,,,,,,,"17,753,513.07","16,864,047.20","19,381,993.65","231,688,279.87","210,614,904.55","208,259,881.76"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"77,701,289.58","80,551,898.42","79,948,007.69","138,452,330.64","115,476,942.49","119,890,606.35","25,260,597.73","19,904,724.71","17,299,738.96","16,007,976.51","9,299,867.10","11,759,336.13","15,467,058.44","18,535,108.32","24,480,625.75","79,118,264.45","104,677,383.49","91,479,145.30","96,816,004.64","93,909,137.20","49,195,091.05","44,824,542.10","44,123,888.24","53,601,674.87","36,471,100.56","39,822,013.44","743,687,532.36","846,239,651.23","1,068,031,782.38","1,297,056,686.50","1,239,430,537.88","1,117,133,234.84"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"44,500,000.00","44,500,000.00","44,500,000.00","44,500,000.00","44,500,000.00","59,500,000.00","59,500,000.00","59,500,000.00","59,500,000.00","59,500,000.00","59,500,000.00","59,500,000.00","59,500,000.00","59,500,000.00","59,500,000.00","59,500,000.00","59,500,000.00","59,500,000.00","65,450,000.00","65,450,000.00","65,450,000.00","65,450,000.00","65,450,000.00","65,450,000.00","65,450,000.00","65,450,000.00","95,432,430.00","1,220,087,948.00","1,220,087,948.00","1,220,087,948.00","1,557,484,603.00","1,557,484,603.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"25,465,885.18","25,465,885.18","25,465,885.18","25,465,885.18","25,465,885.18","410,200,785.18","410,196,285.18","410,196,285.18","410,196,285.18","410,196,285.18","410,196,285.18","410,196,285.18","410,196,285.18","410,196,285.18","410,196,285.18","410,196,285.18","410,196,285.18","410,196,285.18","404,246,285.18","404,246,285.18","404,246,285.18","404,246,285.18","404,246,285.18","404,246,285.18","404,246,285.18","404,246,285.18","5,412,679,669.15","4,287,568,488.29","4,287,367,038.29","4,287,367,038.29","3,949,970,383.29","3,995,024,720.59"
无形资产,,,,,,,,,,,,,"83,385.00","80,932.50","78,480.00","76,027.50","167,848.33","158,376.36","146,144.37","135,637.38","125,820.39","115,313.40","1,204,006.41","1,629,003.70","1,498,238.08","1,535,135.38","114,658,111.81","108,091,656.85","110,761,902.76","101,137,758.98","99,273,861.84","99,856,448.48"
盈余公积,"3,163,274.50","5,194,566.89","7,471,219.26","7,471,219.26","11,158,434.01","11,158,434.01","11,158,434.01","11,158,434.01","15,459,642.35","15,459,642.35","15,459,642.35","15,459,642.35","19,442,188.85","19,442,188.85","19,442,188.85","19,334,535.68","19,934,747.97","20,012,827.29","19,934,747.97","19,934,747.97","22,282,291.54","22,282,291.54","22,282,291.54","22,282,291.54","22,282,291.54","22,282,291.54","8,136,478.64","8,136,478.64","87,149,514.73","87,149,514.73","87,149,514.73","87,149,514.73"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,"135,151,052.05","135,151,052.05","135,151,052.05","135,151,052.05","135,151,052.05","135,151,052.05"
未分配利润,"27,500,433.26","42,164,122.23","62,983,542.72","55,938,872.68","65,730,614.67","53,522,311.42","72,754,745.00","92,678,257.91","104,872,582.89","94,962,477.32","89,896,320.19","109,441,010.43","117,280,508.75","102,459,661.76","112,322,597.37","115,666,300.51","112,105,841.80","93,559,236.85","111,236,899.20","115,655,913.69","114,389,783.93","91,751,356.14","115,559,039.75","93,548,923.22","81,851,993.14","64,624,525.78","1,490,695,132.63","1,787,613,010.57","1,980,947,053.37","2,319,934,274.61","2,340,858,794.54","2,686,856,675.23"
长期待摊费用,"161,164.20","85,538.78","18,781.76",,,,,,,,,,,,,,"515,356.08","515,356.08","472,969.45","451,791.70","603,947.28","572,769.54","1,319,063.22","1,313,771.57","1,252,222.23","1,141,779.69","763,625.50","1,013,784.53","980,719.56","1,096,881.90","970,410.69","843,939.48"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,809,466.52","52,441,401.58","56,117,936.62","42,409,564.40","58,460,966.20","49,194,698.36"
递延所得税资产,"20,578.01","40,350.52","55,558.92","71,660.68","67,491.25","67,491.25","66,116.99","64,591.98","66,604.19","66,543.00","66,604.19","66,604.19","87,901.20","87,901.20","98,223.70","98,369.57","211,174.49","211,174.49","169,737.26","169,737.26","92,503.36","92,503.36","91,410.99","2,470,000.36","89,855.05","89,855.05","69,987,353.73","69,060,650.16","67,221,112.33","77,569,206.51","68,547,164.89","89,044,440.71"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00",,,,,"6,631,200.00",,"18,400,000.00","52,654,444.96","11,400,000.00","11,400,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"141,004,159.01","173,750,814.45","171,593,062.25","225,933,138.93","225,526,418.05","233,946,726.79","244,617,915.95","265,857,735.69","276,710,856.30","289,473,423.35","327,907,759.93","362,292,708.74","414,499,420.33","441,165,026.60","485,099,319.14","479,671,417.88","478,062,145.96","468,333,349.38","458,965,172.58","444,940,012.08","446,897,214.61","441,191,859.07","429,240,316.36","403,562,404.58","385,716,324.71","373,763,182.45","1,045,276,799.23","1,084,917,259.33","1,119,852,488.09","1,405,388,059.89","1,442,523,247.05","1,857,049,514.35"
所有者权益(或股东权益)合计,"100,629,592.94","117,324,574.30","140,420,647.16","133,375,977.12","146,854,933.86","534,381,530.61","553,609,464.19","573,532,977.10","590,028,510.42","580,118,404.85","575,052,247.72","594,596,937.96","606,418,982.78","591,598,135.79","601,461,071.40","604,697,121.37","601,858,585.84","584,019,641.64","601,943,894.21","606,818,838.49","608,598,082.59","586,959,881.36","611,442,560.61","590,128,208.89","579,794,429.73","563,409,263.06","7,056,029,235.47","7,333,720,175.53","7,614,684,566.97","7,940,059,050.36","7,979,153,559.13","8,359,269,941.32"
资产总计,"178,330,882.52","197,876,472.72","220,368,654.85","271,828,307.76","262,331,876.35","654,272,136.96","578,870,061.92","593,437,701.81","607,328,249.38","596,126,381.36","584,352,114.82","606,356,274.09","621,886,041.22","610,133,244.11","625,941,697.15","683,815,385.82","706,535,969.33","675,498,786.94","698,759,898.85","700,727,975.69","657,793,173.64","631,784,423.46","655,566,448.85","643,729,883.76","616,265,530.29","603,231,276.50","7,799,716,767.83","8,179,959,826.76","8,682,716,349.35","9,237,115,736.86","9,218,584,097.01","9,476,403,176.16"
负债和所有者(或股东权益)合计,"178,330,882.52","197,876,472.72","220,368,654.85","271,828,307.76","262,331,876.35","654,272,136.96","578,870,061.92","593,437,701.81","607,328,249.38","596,126,381.36","584,352,114.82","606,356,274.09","621,886,041.22","610,133,244.11","625,941,697.15","683,815,385.82","706,535,969.33","675,498,786.94","698,759,898.85","700,727,975.69","657,793,173.64","631,784,423.46","655,566,448.85","643,729,883.76","616,265,530.29","603,231,276.50","7,799,716,767.83","8,179,959,826.76","8,682,716,349.35","9,237,115,736.86","9,218,584,097.01","9,476,403,176.16"
